Driver ID,Trip Date,Trip Fare,City,Vehicle Type
D0075,2021-09-08,5970.15,Kano,Tricycle
D0075,2021-09-17,7695.18,Abuja,Tricycle
D0075,2022-03-04,3968.56,Lagos,Tricycle
D0075,2022-04-16,13033.31,Port Harcourt,Bike
D0075,2022-07-27,5148.17,Abuja,Car
D0075,2023-03-02,7641.57,Ibadan,Car
D0075,2023-04-18,3364.56,Port Harcourt,Bike
D0075,2023-04-27,7809.02,Kano,Car
D0075,2023-06-02,4520.25,Abuja,Tricycle
D0075,2023-09-20,11763.58,Kano,Bike
D0075,2023-12-06,2231.02,Lagos,Car
D0076,2021-03-27,9144.07,Kano,Tricycle
D0076,2021-03-29,13571.54,Abuja,Bike
D0076,2021-04-13,2442.64,Lagos,Bike
D0076,2021-05-28,2160.73,Port Harcourt,Car
D0076,2021-12-04,13828.52,Lagos,Bike
D0076,2022-02-10,8791.52,Port Harcourt,Car
D0076,2022-09-03,8769.53,Lagos,Car
D0076,2022-09-11,13851.18,Lagos,Bike
D0076,2023-05-30,920.45,Abuja,Bike
D0076,2023-07-25,7786.94,Kano,Car
D0076,2023-11-05,5354.44,Lagos,Bike
D0077,2021-01-30,2967.21,Ibadan,Bike
D0077,2021-03-04,3172.37,Abuja,Bike
D0077,2021-04-04,6614.83,Port Harcourt,Tricycle
D0077,2021-04-21,6553.0,Ibadan,Tricycle
D0077,2021-08-16,766.16,Port Harcourt,Bike
D0077,2021-10-08,12013.21,Lagos,Tricycle
D0077,2022-02-14,13355.55,Lagos,Bike
D0077,2022-02-25,7018.96,Kano,Car
D0077,2022-04-05,3732.78,Abuja,Bike
D0077,2022-07-09,5041.14,Port Harcourt,Car
D0077,2022-09-29,14597.33,Abuja,Bike
D0077,2022-11-09,3772.14,Lagos,Car
D0077,2022-12-03,8909.53,Lagos,Car
D0077,2022-12-05,2856.23,Port Harcourt,Car
D0077,2022-12-27,14475.36,Port Harcourt,Tricycle
D0077,2023-01-08,6998.33,Kano,Bike
D0077,2023-02-03,11199.95,Ibadan,Tricycle
D0077,2023-05-14,4227.41,Abuja,Car
D0077,2023-09-26,8573.78,Abuja,Bike
D0078,2021-01-29,6800.7,Port Harcourt,Car
D0078,2021-03-20,8532.16,Port Harcourt,Tricycle
D0078,2021-04-21,3386.85,Lagos,Car
D0078,2021-06-17,11550.88,Abuja,Car
D0078,2021-06-21,10888.91,Kano,Tricycle
D0078,2021-07-14,4394.08,Abuja,Bike
D0078,2021-08-18,513.68,Lagos,Tricycle
D0078,2021-11-14,13071.67,Abuja,Tricycle
D0078,2021-11-23,12404.96,Lagos,Car
D0078,2021-12-02,8338.01,Abuja,Car
D0078,2022-05-23,3404.93,Kano,Car
D0078,2022-06-10,5150.64,Abuja,Car
D0078,2022-08-17,3571.07,Kano,Bike
D0078,2022-08-21,8933.04,Port Harcourt,Car
D0078,2022-10-06,11248.98,Lagos,Tricycle
D0078,2022-12-19,1757.25,Kano,Car
D0078,2023-02-09,7160.52,Ibadan,Car
D0078,2023-03-09,11676.81,Ibadan,Car
D0078,2023-04-11,14517.65,Kano,Tricycle
D0078,2023-09-06,11817.57,Kano,Bike
D0078,2023-10-11,13599.41,Lagos,Bike
D0078,2023-10-12,14144.39,Port Harcourt,Car
D0078,2023-11-30,11777.05,Abuja,Car
D0078,2023-12-17,11222.38,Port Harcourt,Tricycle
D0078,2023-12-20,8805.2,Kano,Tricycle
D0079,2021-01-11,3373.85,Ibadan,Car
D0079,2021-05-14,606.62,Kano,Car
D0079,2021-05-30,9751.05,Lagos,Tricycle
D0079,2021-06-05,9297.38,Ibadan,Car
D0079,2021-07-01,4737.61,Abuja,Tricycle
D0079,2021-08-23,8767.71,Lagos,Car
D0079,2021-09-04,9743.73,Port Harcourt,Car
D0079,2021-09-07,4155.01,Kano,Tricycle
D0079,2021-09-17,12829.61,Kano,Bike
D0079,2021-10-16,8432.16,Abuja,Car
D0079,2021-11-23,9254.45,Port Harcourt,Car
D0079,2022-02-02,13805.89,Ibadan,Tricycle
D0079,2022-04-30,13963.36,Lagos,Tricycle
D0079,2022-05-01,4156.93,Lagos,Tricycle
D0079,2022-05-06,9333.33,Lagos,Car
D0079,2022-05-22,10492.58,Lagos,Bike
D0079,2022-06-02,11860.77,Port Harcourt,Car
D0079,2022-06-30,10546.74,Lagos,Tricycle
D0079,2022-07-08,2506.76,Lagos,Car
D0079,2022-11-13,10593.16,Ibadan,Bike
D0079,2023-01-12,4362.48,Ibadan,Tricycle
D0079,2023-04-10,6491.32,Port Harcourt,Bike
D0079,2023-05-19,12798.95,Abuja,Bike
D0079,2023-12-08,6187.16,Kano,Tricycle
D0080,2021-01-08,10304.06,Lagos,Bike
D0080,2021-03-29,5049.84,Lagos,Tricycle
D0080,2021-07-06,11517.44,Lagos,Tricycle
D0080,2021-08-06,9561.68,Kano,Tricycle
D0080,2021-09-08,7954.17,Abuja,Tricycle
D0080,2021-10-11,10542.31,Ibadan,Tricycle
D0080,2022-04-04,13168.33,Port Harcourt,Bike
D0080,2022-04-15,4156.51,Lagos,Bike
D0080,2023-01-01,12153.56,Port Harcourt,Car
D0080,2023-02-06,8426.82,Kano,Car
D0080,2023-05-24,5259.7,Lagos,Car
D0080,2023-07-10,12615.78,Lagos,Bike
D0080,2023-09-12,12012.35,Kano,Bike
D0081,2021-02-04,12431.88,Port Harcourt,Tricycle
D0081,2021-03-31,4077.84,Lagos,Bike
D0081,2021-05-03,4630.36,Ibadan,Car
D0081,2021-06-08,10580.83,Abuja,Bike
D0081,2021-09-07,7380.74,Lagos,Bike
D0081,2022-01-31,804.63,Port Harcourt,Tricycle
D0081,2022-02-22,11612.03,Port Harcourt,Tricycle
D0081,2022-04-24,5344.98,Abuja,Bike
D0081,2022-07-08,9511.86,Lagos,Tricycle
D0081,2022-10-06,9933.79,Kano,Tricycle
D0081,2022-10-23,13210.13,Port Harcourt,Car
D0081,2022-11-14,5651.62,Abuja,Tricycle
D0081,2022-12-05,1398.22,Port Harcourt,Bike
D0081,2023-03-31,1212.65,Abuja,Bike
D0081,2023-06-11,5048.7,Ibadan,Bike
D0081,2023-07-31,13518.04,Kano,Bike
D0081,2023-08-10,6146.15,Lagos,Car
D0081,2023-09-11,11130.83,Lagos,Tricycle
D0081,2023-12-03,14211.63,Lagos,Car
D0082,2021-04-14,6452.58,Lagos,Tricycle
D0082,2021-04-15,13649.57,Lagos,Car
D0082,2021-10-01,2983.46,Kano,Bike
D0082,2022-01-22,6273.17,Port Harcourt,Car
D0082,2022-03-16,9215.7,Lagos,Car
D0082,2022-03-25,6906.88,Lagos,Bike
D0082,2022-09-08,2454.39,Lagos,Tricycle
D0082,2022-09-10,8703.34,Abuja,Car
D0082,2022-09-19,7624.29,Port Harcourt,Tricycle
D0082,2023-02-11,4124.41,Kano,Bike
D0082,2023-02-20,10468.24,Port Harcourt,Tricycle
D0082,2023-03-21,14843.64,Port Harcourt,Car
D0082,2023-05-26,5578.43,Port Harcourt,Bike
D0082,2023-06-21,9044.38,Lagos,Tricycle
D0082,2023-07-15,14936.86,Port Harcourt,Bike
D0082,2023-09-21,11907.48,Abuja,Bike
D0082,2023-11-16,5546.75,Ibadan,Tricycle
D0082,2023-12-01,13284.9,Abuja,Bike
D0083,2021-01-02,1242.75,Lagos,Tricycle
D0083,2021-03-10,9812.04,Port Harcourt,Bike
D0083,2021-04-27,3930.84,Lagos,Tricycle
D0083,2021-05-30,9235.8,Lagos,Car
D0083,2021-06-10,11320.7,Port Harcourt,Car
D0083,2021-09-07,4596.98,Ibadan,Tricycle
D0083,2021-12-14,9168.22,Kano,Car
D0083,2022-01-06,3416.48,Kano,Bike
D0083,2022-02-12,2703.71,Lagos,Tricycle
D0083,2022-07-18,3991.66,Kano,Car
D0083,2022-09-16,5645.26,Ibadan,Bike
D0083,2022-10-11,6434.12,Abuja,Bike
D0083,2022-12-05,6918.5,Port Harcourt,Bike
D0083,2023-03-31,843.89,Port Harcourt,Car
D0083,2023-05-04,3284.34,Port Harcourt,Bike
D0083,2023-08-18,2948.46,Ibadan,Car
D0083,2023-11-15,9350.71,Lagos,Bike
D0084,2021-02-13,4007.95,Kano,Car
D0084,2021-04-02,7516.22,Lagos,Tricycle
D0084,2021-05-06,11223.93,Lagos,Car
D0084,2021-05-19,10715.16,Lagos,Tricycle
D0084,2021-09-05,7803.53,Kano,Car
D0084,2022-01-26,12332.82,Port Harcourt,Car
D0084,2022-02-08,12022.61,Abuja,Bike
D0084,2022-07-29,14772.67,Abuja,Bike
D0084,2022-08-11,6114.74,Lagos,Bike
D0084,2022-09-05,8148.12,Lagos,Bike
D0084,2022-09-16,8749.85,Lagos,Bike
D0084,2022-10-19,10555.89,Lagos,Tricycle
D0084,2022-11-19,6458.67,Ibadan,Tricycle
D0084,2022-12-01,2585.6,Lagos,Car
D0084,2023-04-09,8182.59,Lagos,Car
D0084,2023-06-07,9142.93,Kano,Tricycle
D0084,2023-08-14,2882.16,Kano,Tricycle
D0084,2023-10-20,4904.16,Port Harcourt,Car
D0085,2021-02-15,13877.3,Lagos,Tricycle
D0085,2021-04-09,13456.25,Kano,Car
D0085,2021-04-13,589.67,Lagos,Car
D0085,2021-06-20,12679.97,Port Harcourt,Bike
D0085,2021-08-04,10264.59,Kano,Bike
D0085,2021-12-01,3633.97,Abuja,Tricycle
D0085,2022-02-17,10480.25,Ibadan,Bike
D0085,2022-03-11,12949.7,Port Harcourt,Car
D0085,2022-03-11,8338.86,Abuja,Tricycle
D0085,2022-06-06,3865.14,Lagos,Tricycle
D0085,2022-06-10,6176.09,Ibadan,Bike
D0085,2022-09-26,10876.72,Abuja,Car
D0085,2023-01-02,3293.81,Abuja,Bike
D0085,2023-02-11,11682.76,Ibadan,Bike
D0085,2023-04-21,12197.26,Port Harcourt,Tricycle
D0086,2021-11-11,7047.43,Port Harcourt,Car
D0086,2022-03-05,12614.55,Kano,Bike
D0086,2022-03-11,3815.73,Kano,Bike
D0086,2022-05-24,14239.69,Lagos,Car
D0086,2022-07-15,12381.27,Ibadan,Bike
D0086,2022-11-27,4940.47,Ibadan,Car
D0086,2022-11-29,2574.68,Port Harcourt,Bike
D0086,2023-02-17,9740.88,Kano,Tricycle
D0086,2023-03-09,8871.62,Kano,Tricycle
D0086,2023-03-14,8978.97,Kano,Bike
D0086,2023-05-09,13163.74,Lagos,Tricycle
D0086,2023-06-03,9420.62,Ibadan,Car
D0086,2023-06-07,13401.36,Kano,Tricycle
D0086,2023-07-27,13655.03,Port Harcourt,Bike
D0086,2023-10-26,3284.23,Abuja,Car
D0086,2023-11-03,6395.23,Abuja,Bike
D0086,2023-12-30,8318.31,Lagos,Tricycle
D0087,2021-02-19,13020.63,Port Harcourt,Bike
D0087,2021-07-09,13983.12,Ibadan,Bike
D0087,2021-08-19,2695.45,Abuja,Bike
D0087,2021-12-14,6438.63,Ibadan,Bike
D0087,2022-01-26,10320.86,Lagos,Bike
D0087,2022-03-15,840.16,Port Harcourt,Tricycle
D0087,2022-03-20,785.41,Lagos,Car
D0087,2022-07-13,5779.76,Port Harcourt,Tricycle
D0087,2022-10-18,13847.77,Ibadan,Tricycle
D0087,2023-01-21,10128.18,Ibadan,Tricycle
D0087,2023-01-29,7758.98,Kano,Car
D0087,2023-02-09,14921.18,Ibadan,Tricycle
D0087,2023-02-20,717.48,Lagos,Bike
D0087,2023-03-13,12018.57,Port Harcourt,Car
D0087,2023-04-24,9871.49,Lagos,Tricycle
D0087,2023-08-06,6094.96,Abuja,Car
D0087,2023-09-09,2910.33,Ibadan,Tricycle
D0087,2023-09-10,10748.65,Abuja,Car
D0087,2023-10-08,4930.86,Lagos,Tricycle
D0087,2023-10-11,1229.68,Ibadan,Tricycle
D0087,2023-10-26,4282.31,Abuja,Car
D0087,2023-12-29,14188.6,Abuja,Bike
D0088,2021-04-21,12630.99,Abuja,Tricycle
D0088,2021-06-03,14339.49,Ibadan,Tricycle
D0088,2021-06-15,13005.29,Abuja,Bike
D0088,2021-10-31,7824.9,Abuja,Tricycle
D0088,2022-04-02,14716.83,Lagos,Bike
D0088,2023-05-14,6112.23,Port Harcourt,Car
D0088,2023-06-29,6944.96,Abuja,Bike
D0088,2023-08-05,7096.79,Ibadan,Tricycle
D0088,2023-11-15,6170.84,Port Harcourt,Car
D0088,2023-12-26,14261.65,Lagos,Tricycle
D0088,2023-12-27,1225.94,Abuja,Tricycle
D0089,2021-01-06,10785.06,Kano,Tricycle
D0089,2021-01-23,4566.6,Lagos,Bike
D0089,2021-04-22,3098.11,Ibadan,Bike
D0089,2021-07-07,11212.28,Kano,Car
D0089,2022-04-30,821.94,Kano,Tricycle
D0089,2022-06-15,2411.25,Abuja,Tricycle
D0089,2022-07-16,10622.08,Abuja,Bike
D0089,2022-08-21,2980.75,Kano,Car
D0089,2022-09-02,6433.35,Port Harcourt,Car
D0089,2022-09-17,12100.79,Kano,Tricycle
D0089,2022-10-04,8650.61,Port Harcourt,Tricycle
D0089,2022-10-11,9255.14,Kano,Tricycle
D0089,2022-12-15,9265.09,Kano,Car
D0089,2022-12-29,10948.5,Ibadan,Tricycle
D0089,2023-03-30,2407.7,Lagos,Bike
D0089,2023-10-16,8865.91,Port Harcourt,Tricycle
D0090,2021-01-21,3408.19,Port Harcourt,Tricycle
D0090,2021-03-19,6089.32,Abuja,Bike
D0090,2021-07-11,5130.09,Abuja,Car
D0090,2021-09-25,14140.89,Port Harcourt,Car
D0090,2021-10-19,10689.71,Lagos,Tricycle
D0090,2022-01-08,7803.93,Lagos,Bike
D0090,2022-03-19,4897.57,Abuja,Car
D0090,2022-08-16,11222.3,Kano,Car
D0090,2022-09-06,12266.26,Port Harcourt,Bike
D0090,2022-11-06,5520.86,Kano,Bike
D0090,2023-05-04,9092.24,Ibadan,Tricycle
D0090,2023-05-12,3226.6,Ibadan,Car
D0090,2023-06-02,4987.31,Ibadan,Bike
D0090,2023-08-10,14373.81,Kano,Car
D0090,2023-09-15,13097.62,Lagos,Car
D0090,2023-11-08,10475.46,Abuja,Car
D0091,2021-01-12,7998.68,Kano,Bike
D0091,2021-02-24,2197.43,Port Harcourt,Car
D0091,2021-05-05,6919.67,Port Harcourt,Car
D0091,2021-05-20,2258.34,Ibadan,Bike
D0091,2021-05-23,8158.74,Kano,Car
D0091,2021-10-12,12286.34,Ibadan,Car
D0091,2022-07-15,8499.48,Port Harcourt,Car
D0091,2022-08-17,10643.15,Lagos,Car
D0091,2022-09-21,1202.73,Kano,Car
D0091,2022-10-03,12903.42,Lagos,Car
D0091,2023-03-30,3618.74,Abuja,Bike
D0091,2023-06-24,768.61,Port Harcourt,Tricycle
D0091,2023-09-11,7857.21,Lagos,Tricycle
D0091,2023-10-27,2471.02,Ibadan,Tricycle
D0092,2021-02-21,14418.79,Abuja,Tricycle
D0092,2021-03-16,1383.13,Kano,Car
D0092,2021-06-07,1492.39,Port Harcourt,Car
D0092,2021-10-07,7397.0,Lagos,Bike
D0092,2022-02-24,5639.15,Kano,Bike
D0092,2022-03-03,1848.94,Abuja,Car
D0092,2022-11-04,11208.82,Abuja,Car
D0092,2023-03-13,9748.42,Ibadan,Bike
D0092,2023-06-02,13355.63,Abuja,Bike
D0092,2023-07-02,7708.93,Port Harcourt,Bike
D0092,2023-07-03,5898.45,Abuja,Bike
D0092,2023-10-02,5585.29,Kano,Bike
D0092,2023-10-06,14388.61,Lagos,Tricycle
D0092,2023-11-07,11820.14,Abuja,Car
D0092,2023-12-08,1799.66,Lagos,Bike
D0093,2021-04-14,3073.49,Port Harcourt,Tricycle
D0093,2021-11-27,10368.45,Abuja,Tricycle
D0093,2022-01-25,9903.75,Ibadan,Car
D0093,2022-02-26,4991.6,Lagos,Tricycle
D0093,2022-06-11,8389.58,Port Harcourt,Tricycle
D0093,2022-07-21,8906.19,Port Harcourt,Car
D0093,2022-10-08,3242.51,Port Harcourt,Car
D0093,2023-05-13,1858.03,Abuja,Tricycle
D0093,2023-06-12,3152.38,Abuja,Bike
D0093,2023-06-19,2071.81,Abuja,Tricycle
D0093,2023-09-10,8705.01,Port Harcourt,Car
D0093,2023-11-25,5059.29,Abuja,Tricycle
D0094,2021-03-08,7174.77,Abuja,Bike
D0094,2021-05-25,940.13,Abuja,Car
D0094,2021-07-22,13693.99,Lagos,Bike
D0094,2022-06-14,10360.67,Lagos,Bike
D0094,2022-09-13,3270.25,Kano,Bike
D0094,2022-10-21,14643.45,Kano,Bike
D0094,2023-08-04,8288.96,Ibadan,Tricycle
D0094,2023-09-11,3795.29,Abuja,Car
D0094,2023-09-19,7784.39,Lagos,Tricycle
D0094,2023-11-19,13110.59,Kano,Bike
D0094,2023-12-18,4084.49,Ibadan,Bike
D0095,2021-05-19,2942.39,Lagos,Bike
D0095,2021-08-02,9810.6,Port Harcourt,Car
D0095,2021-10-21,8051.83,Abuja,Car
D0095,2021-10-21,12961.8,Port Harcourt,Car
D0095,2021-11-14,4979.31,Ibadan,Car
D0095,2021-12-23,13276.02,Kano,Tricycle
D0095,2021-12-28,13633.47,Ibadan,Car
D0095,2022-01-22,952.04,Kano,Tricycle
D0095,2022-03-28,9152.48,Abuja,Car
D0095,2022-06-24,8551.79,Lagos,Car
D0095,2022-10-06,14724.93,Lagos,Bike
D0095,2022-11-29,3457.92,Lagos,Bike
D0095,2022-12-16,1393.32,Port Harcourt,Car
D0095,2023-02-15,14022.22,Lagos,Tricycle
D0095,2023-05-16,10612.76,Ibadan,Tricycle
D0095,2023-08-19,3465.01,Ibadan,Car
D0095,2023-10-09,7998.25,Abuja,Bike
D0096,2021-07-03,6682.89,Ibadan,Car
D0096,2021-08-26,12172.02,Port Harcourt,Tricycle
D0096,2021-09-21,3304.98,Kano,Car
D0096,2022-01-14,1767.97,Port Harcourt,Car
D0096,2022-02-18,10381.18,Abuja,Bike
D0096,2022-02-26,9673.82,Port Harcourt,Car
D0096,2022-06-03,12042.99,Ibadan,Tricycle
D0096,2023-01-02,14566.69,Ibadan,Bike
D0096,2023-03-17,857.34,Lagos,Car
D0096,2023-05-03,14501.97,Ibadan,Bike
D0096,2023-05-31,2989.79,Kano,Car
D0096,2023-10-05,7536.71,Port Harcourt,Car
D0096,2023-12-04,14790.1,Lagos,Car
D0096,2023-12-31,5435.58,Lagos,Tricycle
D0097,2021-02-10,2236.33,Lagos,Car
D0097,2021-03-15,9128.17,Abuja,Tricycle
D0097,2021-06-16,1302.32,Ibadan,Car
D0097,2021-08-11,1623.51,Ibadan,Car
D0097,2021-10-15,6259.8,Abuja,Bike
D0097,2022-01-19,14653.02,Ibadan,Bike
D0097,2022-07-07,7593.64,Abuja,Car
D0097,2022-10-08,642.5,Port Harcourt,Bike
D0097,2022-11-16,12937.6,Abuja,Tricycle
D0097,2023-07-07,2435.98,Kano,Bike
D0097,2023-07-09,11525.8,Ibadan,Bike
D0097,2023-07-14,13321.56,Port Harcourt,Tricycle
D0097,2023-07-20,997.32,Lagos,Bike
D0097,2023-08-15,12062.6,Ibadan,Car
D0097,2023-10-12,13269.43,Abuja,Tricycle
D0097,2023-10-13,9400.77,Ibadan,Tricycle
D0097,2023-12-18,1585.99,Kano,Car
D0098,2021-04-21,14322.95,Port Harcourt,Car
D0098,2021-10-06,1084.84,Port Harcourt,Tricycle
D0098,2021-11-03,12138.52,Ibadan,Bike
D0098,2022-03-06,2389.94,Kano,Bike
D0098,2022-04-28,12888.79,Lagos,Bike
D0098,2022-06-12,3861.96,Ibadan,Tricycle
D0098,2022-08-07,806.67,Lagos,Car
D0098,2022-08-25,7364.81,Kano,Tricycle
D0098,2022-09-02,2872.43,Lagos,Tricycle
D0098,2022-09-10,12768.73,Port Harcourt,Bike
D0098,2022-11-23,5186.31,Port Harcourt,Tricycle
D0098,2022-12-04,2188.46,Port Harcourt,Bike
D0098,2023-02-14,2000.39,Kano,Tricycle
D0098,2023-07-26,13711.25,Abuja,Tricycle
D0098,2023-09-08,7515.06,Abuja,Bike
D0098,2023-09-22,13166.25,Lagos,Car
D0099,2021-07-17,11064.92,Port Harcourt,Tricycle
D0099,2021-08-21,8782.39,Kano,Car
D0099,2021-09-13,2909.68,Port Harcourt,Car
D0099,2021-09-27,2972.69,Ibadan,Car
D0099,2021-11-24,5408.35,Lagos,Bike
D0099,2021-12-16,12251.28,Ibadan,Bike
D0099,2022-03-01,11467.16,Ibadan,Car
D0099,2022-08-16,1549.46,Kano,Bike
D0099,2022-12-24,9611.03,Ibadan,Car
D0099,2023-03-13,5183.19,Lagos,Car
D0099,2023-04-27,4761.79,Port Harcourt,Tricycle
D0099,2023-08-11,12846.52,Abuja,Bike
D0099,2023-10-22,13322.98,Port Harcourt,Car
D0100,2021-04-21,6452.23,Abuja,Bike
D0100,2021-07-31,12306.03,Ibadan,Car
D0100,2021-08-20,14879.45,Ibadan,Car
D0100,2021-10-21,6517.47,Kano,Tricycle
D0100,2022-03-05,8003.18,Port Harcourt,Bike
D0100,2022-07-13,1928.17,Kano,Tricycle
D0100,2022-07-14,12660.02,Lagos,Bike
D0100,2022-07-18,11409.93,Abuja,Car
D0100,2022-10-16,8814.32,Abuja,Car
D0100,2023-03-15,6125.31,Port Harcourt,Bike
D0100,2023-05-24,635.5,Ibadan,Bike
D0100,2023-07-09,5715.3,Port Harcourt,Tricycle
D0100,2023-08-19,11740.9,Lagos,Tricycle
D0101,2021-01-29,5942.16,Port Harcourt,Tricycle
D0101,2021-02-10,4032.41,Ibadan,Tricycle
D0101,2021-05-14,11991.83,Lagos,Car
D0101,2021-05-18,12873.1,Ibadan,Bike
D0101,2021-08-01,1574.09,Kano,Tricycle
D0101,2023-05-18,10595.21,Kano,Bike
D0102,2021-07-27,9889.04,Abuja,Tricycle
D0102,2021-09-04,13927.86,Lagos,Bike
D0102,2021-09-16,503.49,Lagos,Tricycle
D0102,2021-10-04,5816.84,Ibadan,Bike
D0102,2021-12-06,13031.34,Kano,Bike
D0102,2022-07-29,9539.0,Abuja,Car
D0102,2022-08-21,7487.55,Ibadan,Tricycle
D0102,2022-10-25,995.55,Kano,Bike
D0102,2022-12-02,14042.82,Port Harcourt,Tricycle
D0102,2023-01-05,7131.09,Kano,Car
D0102,2023-01-12,8347.23,Abuja,Car
D0102,2023-02-08,12144.6,Ibadan,Bike
D0102,2023-03-05,8955.03,Kano,Tricycle
D0102,2023-03-05,13721.37,Lagos,Tricycle
D0102,2023-03-27,8989.55,Port Harcourt,Car
D0102,2023-06-23,14917.18,Lagos,Tricycle
D0102,2023-08-05,10952.95,Kano,Car
D0102,2023-12-09,3450.91,Port Harcourt,Bike
D0103,2021-01-21,10153.6,Kano,Tricycle
D0103,2021-06-26,8625.06,Kano,Bike
D0103,2021-07-02,6398.22,Abuja,Tricycle
D0103,2021-09-04,8993.78,Port Harcourt,Bike
D0103,2021-12-02,4689.59,Abuja,Car
D0103,2022-04-30,7494.17,Port Harcourt,Bike
D0103,2022-05-18,14242.81,Lagos,Tricycle
D0103,2022-05-19,2781.89,Port Harcourt,Tricycle
D0103,2022-06-09,11028.23,Port Harcourt,Car
D0103,2022-06-17,1129.26,Abuja,Car
D0103,2022-07-11,2673.68,Port Harcourt,Tricycle
D0103,2022-08-21,8639.66,Port Harcourt,Car
D0103,2022-09-25,2093.02,Ibadan,Car
D0103,2022-11-05,13001.22,Ibadan,Tricycle
D0103,2022-12-19,10740.37,Kano,Tricycle
D0103,2023-07-06,8882.05,Abuja,Bike
D0103,2023-08-16,1488.71,Ibadan,Bike
D0103,2023-09-12,6355.26,Abuja,Tricycle
D0104,2021-04-16,6653.64,Ibadan,Car
D0104,2021-05-04,3611.19,Port Harcourt,Tricycle
D0104,2021-05-23,924.84,Ibadan,Bike
D0104,2021-08-14,13935.49,Ibadan,Bike
D0104,2022-02-24,3270.4,Lagos,Tricycle
D0104,2022-06-18,11894.22,Ibadan,Car
D0104,2022-08-16,12965.15,Ibadan,Bike
D0104,2022-10-20,8618.45,Kano,Car
D0104,2022-12-10,5324.58,Kano,Tricycle
D0104,2023-02-03,11223.67,Lagos,Tricycle
D0104,2023-02-20,1640.09,Lagos,Bike
D0104,2023-05-21,5656.52,Ibadan,Tricycle
D0104,2023-08-29,7124.88,Ibadan,Bike
D0104,2023-12-13,2287.09,Ibadan,Bike
D0105,2021-03-23,854.19,Lagos,Bike
D0105,2021-05-08,10745.76,Lagos,Tricycle
D0105,2021-06-16,13200.62,Abuja,Car
D0105,2021-07-03,7725.83,Ibadan,Bike
D0105,2021-10-17,4320.36,Kano,Tricycle
D0105,2021-11-08,4076.52,Abuja,Car
D0105,2022-06-12,14117.08,Kano,Car
D0105,2022-08-19,3531.91,Lagos,Car
D0105,2022-11-06,8251.04,Port Harcourt,Car
D0105,2023-01-14,6375.36,Lagos,Car
D0105,2023-01-22,1811.08,Lagos,Tricycle
D0105,2023-05-13,10932.17,Port Harcourt,Bike
D0105,2023-05-26,3499.64,Port Harcourt,Car
D0105,2023-09-21,14084.37,Ibadan,Car
D0105,2023-11-29,5575.1,Lagos,Bike
D0105,2023-11-29,13402.63,Abuja,Tricycle
D0106,2021-07-21,1136.28,Abuja,Car
D0106,2021-08-24,2740.55,Abuja,Car
D0106,2021-09-19,3057.97,Kano,Bike
D0106,2021-09-20,13284.78,Lagos,Car
D0106,2021-10-31,8032.78,Lagos,Tricycle
D0106,2021-11-30,5951.11,Lagos,Bike
D0106,2021-12-01,2779.46,Lagos,Bike
D0106,2022-01-24,8704.85,Port Harcourt,Bike
D0106,2022-01-28,12219.89,Ibadan,Bike
D0106,2022-03-08,2007.41,Abuja,Car
D0106,2022-05-08,8396.05,Lagos,Tricycle
D0106,2022-05-18,12891.95,Ibadan,Car
D0106,2022-06-25,10129.07,Ibadan,Tricycle
D0106,2022-06-30,13761.94,Kano,Bike
D0106,2022-11-15,14728.23,Abuja,Bike
D0106,2022-12-01,4692.68,Lagos,Tricycle
D0106,2022-12-10,11547.4,Ibadan,Tricycle
D0106,2023-02-13,8325.1,Lagos,Bike
D0106,2023-03-20,7566.93,Lagos,Tricycle
D0106,2023-08-26,11594.05,Kano,Bike
D0107,2021-01-13,7026.38,Ibadan,Car
D0107,2021-02-03,2051.92,Lagos,Tricycle
D0107,2021-03-07,2034.17,Ibadan,Tricycle
D0107,2021-04-26,3047.87,Lagos,Bike
D0107,2021-07-30,6922.59,Ibadan,Tricycle
D0107,2022-04-26,10003.06,Abuja,Bike
D0107,2022-05-19,5913.62,Ibadan,Bike
D0107,2022-09-02,4995.49,Ibadan,Tricycle
D0107,2022-10-13,11928.32,Lagos,Car
D0107,2022-10-26,1308.24,Kano,Tricycle
D0107,2022-11-01,13053.04,Port Harcourt,Car
D0107,2023-02-24,7663.17,Abuja,Car
D0107,2023-03-02,7510.72,Port Harcourt,Car
D0107,2023-06-04,721.34,Port Harcourt,Bike
D0107,2023-06-10,10882.91,Lagos,Car
D0107,2023-09-17,7901.67,Kano,Bike
D0107,2023-11-09,9098.28,Kano,Car
D0107,2023-12-19,12373.6,Ibadan,Car
D0108,2021-01-01,5369.34,Lagos,Bike
D0108,2021-01-03,9804.3,Ibadan,Tricycle
D0108,2021-01-17,692.58,Abuja,Tricycle
D0108,2021-01-31,3190.13,Lagos,Tricycle
D0108,2021-03-16,13671.95,Abuja,Car
D0108,2021-06-10,7497.72,Ibadan,Tricycle
D0108,2021-09-20,10961.01,Port Harcourt,Car
D0108,2022-07-14,10974.42,Abuja,Tricycle
D0108,2022-08-04,8863.71,Lagos,Tricycle
D0108,2022-12-27,11178.86,Abuja,Car
D0108,2023-03-27,11253.6,Abuja,Bike
D0108,2023-03-31,13069.4,Kano,Tricycle
D0108,2023-06-02,1140.11,Kano,Bike
D0108,2023-06-18,7326.38,Kano,Bike
D0108,2023-08-05,11610.56,Ibadan,Bike
D0108,2023-09-28,2331.11,Ibadan,Bike
